BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3688,80, ,B2,2105 QUIMBY AVENUE                       ,            ,10473,2,0,2,"2,385","1,596",1955, 	1 ,B2," $	285,000.00 ",2/28/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3691,30, ,B2,2250 HERMANY AVENUE                      ,            ,10473,2,0,2,"2,575","2,800",1960, 	1 ,B2," $	290,000.00 ",12/24/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3694,8, ,B2,944 CASTLE HILL AVENUE                   ,            ,10473,2,0,2,"1,634","1,986",1910, 	1 ,B2," $	331,000.00 ",5/21/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3694,46, ,B2,933 HAVEMEYER AVENUE                     ,            ,10473,2,0,2,"2,275","2,000",1925, 	1 ,B2," $	355,000.00 ",9/25/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3694,63, ,B1,2235 QUIMBY AVENUE                       ,            ,10473,2,0,2,"2,575","2,891",1930, 	1 ,B1," $	25,000.00 ",9/12/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3696,1, ,B3,2301 LAFAYETTE AVENUE                    ,            ,10473,2,0,2,"2,324","1,796",1935, 	1 ,B3," $	410,000.00 ",9/30/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3696,1, ,B3,2301 LAFAYETTE AVENUE                    ,            ,10473,2,0,2,"2,324","1,796",1935, 	1 ,B3," $	230,000.00 ",5/23/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3696,9, ,B3,828 HAVEMEYER AVENUE                     ,            ,10473,2,0,2,"1,300","1,900",1930, 	1 ,B3," $	386,666.00 ",3/28/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3696,25, ,B2,2340 TURNBULL AVENUE                     ,            ,10473,2,0,2,"3,400","2,058",1920, 	1 ,B2," $	104,000.00 ",1/11/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3700,9, ,S2,944 HAVEMEYER AVENUE                     ,            ,10473,2,1,3,"2,242","2,614",1910, 	1 ,S2," $	380,000.00 ",12/31/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3733,55, ,B3,1053 VIRGINIA AVENUE                     ,            ,10472,2,0,2,"2,559","1,448",1920, 	1 ,B3, $	-00 ,7/31/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3759,17, ,B1,1130A WHITE PLAINS ROAD                  ,            ,10472,2,0,2,"1,933","1,914",1945, 	1 ,B1," $	357,750.00 ",1/23/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3759,117, ,B3,1130B WHITE PLAINS ROAD                  ,            ,10472,2,0,2,"2,067","2,110",1945, 	1 ,B3, $	-00 ,5/14/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3787,8, ,B2,1018 VIRGINIA AVENUE                     ,            ,10472,2,0,2,"3,124","1,708",1930, 	1 ,B2, $	-00 ,7/2/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3789,15, ,B1,1944 WATSON AVE                          ,            ,10472,2,0,2,"2,575","1,868",1945, 	1 ,B1," $	450,000.00 ",8/5/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3791,29, ,B1,1974 POWELL AVENUE                       ,            ,10472,2,0,2,"2,575","2,700",1925, 	1 ,B1, $	100.00 ,4/23/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3791,79, ,B1,1941 HAVILAND AVENUE                     ,            ,10472,2,0,2,"5,566","1,534",1935, 	1 ,B1," $	300,000.00 ",10/31/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3792,13, ,B1,1940 GLEASON AVENUE                      ,            ,10472,2,0,2,"2,575","1,140",1950, 	1 ,B1," $	325,000.00 ",1/11/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3792,61, ,B1,1973 POWELL AVENUE                       ,            ,10472,2,0,2,"2,650","2,244",1950, 	1 ,B1," $	460,000.00 ",7/17/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3793,65, ,B1,1973 GLEASON AVENUE                      ,            ,10472,2,0,2,"2,927","3,190",1935, 	1 ,B1, $	-00 ,2/15/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3793,77, ,B3,1951 GLEASON AVENUE                      ,            ,10472,2,0,2,"2,575","2,208",1935, 	1 ,B3," $	3,000.00 ",11/1/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3794,70, ,B1,1963 ELLIS AVENUE                        ,            ,10472,2,0,2,"2,884","2,160",1940, 	1 ,B1," $	300,000.00 ",4/30/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3794,87, ,B1,1935 ELLIS AVENUE                        ,            ,10472,2,0,2,"3,399","2,750",1940, 	1 ,B1, $	-00 ,6/5/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3798,27, ,B2,2038 BLACKROCK                           ,            ,10472,2,0,2,"2,575","1,744",2010, 	1 ,B2," $	480,000.00 ",1/8/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3798,46, ,B2,1041 OLMSTEAD AVENUE                     ,            ,10472,2,0,2,"2,104","3,246",1920, 	1 ,B2," $	257,000.00 ",12/23/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3798,63, ,B2,2049 CHATTERTON AVENUE                   ,            ,10472,2,0,2,"2,575","2,028",1920, 	1 ,B2, $	-00 ,12/11/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3799,2, ,B1,1070 PUGSLEY AVE                         ,            ,10472,2,0,2,"1,944","2,560",1955, 	1 ,B1," $	450,000.00 ",11/25/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3799,3, ,B1,1072 PUGSLEY AVENUE                      ,            ,10472,2,0,2,"1,943","2,560",1955, 	1 ,B1, $	-00 ,2/28/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3799,10, ,B2,2010 WATSON AVENUE                       ,            ,10472,2,0,2,"5,150","2,750",1930, 	1 ,B2, $	-00 ,2/23/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3799,10, ,B2,2010 WATSON AVENUE                       ,            ,10472,2,0,2,"5,150","2,750",1930, 	1 ,B2, $	-00 ,2/22/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3802,21, ,B1,2026 GLEASON AVENUE                      ,            ,10472,2,0,2,"2,575","2,688",1930, 	1 ,B1," $	515,000.00 ",11/21/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3802,21, ,B1,2026 GLEASON AVENUE                      ,            ,10472,2,0,2,"2,575","2,688",1930, 	1 ,B1," $	258,400.00 ",4/26/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3802,23, ,B1,2030 GLEASON AVENUE                      ,            ,10472,2,0,2,"2,575","2,688",1930, 	1 ,B1," $	466,000.00 ",7/15/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3807,32, ,B1,2144 BLACKROCK AVENUE                    ,            ,10472,2,0,2,"2,603","2,588",2000, 	1 ,B1, $	-00 ,3/29/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3809,41, ,B1,2164 CROSS BRONX EXPRESSW                ,            ,10472,2,0,2,"2,030","2,100",1965, 	1 ,B1, $	-00 ,8/31/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3810,6, ,B2,1138 OLMSTEAD AVENUE                     ,            ,10472,2,0,2,"2,281","2,280",1920, 	1 ,B2, $	-00 ,1/10/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3815,39, ,B2,2260 CHATTERTON AVE                      ,            ,10472,2,0,2,"4,129","2,112",1930, 	1 ,B2, $	-00 ,5/1/13
2,CASTLE HILL/UNIONPORT    ,02  TWO FAMILY DWELLINGS                    ,1,3815,76, ,B2,2225 BRUCKNER BOULEVARD                  ,            ,10472,2,0,2,"4,041","2,304",1910, 	1 ,B2," $	370,000.00 ",6/6/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3507,23, ,C0,446 SCREVIN AVENUE                       ,            ,10473,3,0,3,"2,200","3,120",1965, 	1 ,C0, $	-00 ,11/14/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3508,29, ,C0,452 OLMSTEAD AVENUE                      ,            ,10473,3,0,3,"2,237","2,314",1965, 	1 ,C0," $	144,000.00 ",1/19/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3508,38, ,C0,457 TORRY AVENUE                         ,            ,10473,3,0,3,"3,166","2,336",1965, 	1 ,C0," $	220,000.00 ",10/11/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3508,38, ,C0,457 TORRY AVENUE                         ,            ,10473,3,0,3,"3,166","2,336",1965, 	1 ,C0, $	-00 ,10/11/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3510,52, ,C0,427 CASTLE HILL AVENUE                   ,            ,10473,3,0,3,"2,167","2,650",1970, 	1 ,C0," $	435,000.00 ",4/3/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3607,15, ,C0,2007 SEWARD AVENUE                       ,            ,10473,3,0,3,"1,900","4,560",2006, 	1 ,C0, $	-00 ,1/8/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3607,16, ,C0,2005 SEWARD AVENUE                       ,            ,10473,3,0,3,"1,900","4,560",2006, 	1 ,C0, $	-00 ,1/8/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3607,19, ,C0,708 PUGSLEY AVENUE                       ,            ,10473,3,0,3,"1,700","4,560",2006, 	1 ,C0, $	-00 ,1/8/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3607,28, ,C0,2008 HOMER AVENUE                        ,            ,10473,3,0,3,"1,900","4,560",2006, 	1 ,C0, $	-00 ,1/21/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3609,12, ,C0,2020 LAFAYETTE AVENUE                    ,            ,10473,3,0,3,"2,000","2,860",1965, 	1 ,C0, $	-00 ,6/6/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3609,74, ,C0,2057 VIRGIL PLACE                        ,            ,10473,3,0,3,"2,000","2,860",1965, 	1 ,C0, $	-00 ,11/21/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3733,58, ,C0,1045 VIRGINIA AVENUE                     ,            ,10472,3,0,3,"2,559","2,970",1940, 	1 ,C0, $	-00 ,5/6/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3768,25, ,C0,1258 WHITE PLAINS ROAD                   ,            ,10472,3,0,3,"2,277","2,440",1930, 	1 ,C0," $	367,442.00 ",9/30/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3792,60, ,C0,1975 POWELL AVENUE                       ,            ,10472,3,0,3,"2,575","2,180",1950, 	1 ,C0, $	-00 ,1/7/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3808,5, ,C0,1072 OLMSTEAD AVENUE                     ,            ,10472,3,0,3,"2,411","3,815",2006, 	1 ,C0," $	480,000.00 ",2/28/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3808,5, ,C0,1072 OLMSTEAD AVENUE                     ,            ,10472,3,0,3,"2,411","3,815",2006, 	1 ,C0, $	-00 ,2/28/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3815,61, ,C0,2259 BRUCKNER BOULEVARD                  ,            ,10472,3,0,3,"2,635","2,400",1930, 	1 ,C0," $	445,000.00 ",8/21/13
2,CASTLE HILL/UNIONPORT    ,03  THREE FAMILY DWELLINGS                  ,1,3815,117, ,C0,2218 CHATTERTON AVENUE                   ,            ,10472,3,0,3,"2,577","3,213",2004, 	1 ,C0, $	-00 ,1/25/13
2,CASTLE HILL/UNIONPORT    ,05  TAX CLASS 1 VACANT LAND                 ,1B,3487,34, ,V0,300 ZEREGA AVENUE                        ,            ,10473,0,0,0,"86,949",0,0, 	1 ,V0," $	701,000.00 ",10/9/13
2,CASTLE HILL/UNIONPORT    ,05  TAX CLASS 1 VACANT LAND                 ,1B,3575,43, ,V0,2230 SEWARD AVENUE                       ,            ,10473,0,0,0,"5,000",0,0, 	1 ,V0," $	195,000.00 ",6/3/13
2,CASTLE HILL/UNIONPORT    ,05  TAX CLASS 1 VACANT LAND                 ,1B,3700,61, ,V0,2347 QUIMBY AVENUE                       ,            ,10473,0,0,0,"2,575",0,0, 	1 ,V0, $	-00 ,10/29/13
2,CASTLE HILL/UNIONPORT    ,05  TAX CLASS 1 VACANT LAND                 ,1B,3700,62, ,V0,2345 QUIMBY AVENUE                       ,            ,10473,0,0,0,"2,575",0,0, 	1 ,V0, $	-00 ,10/29/13
2,CASTLE HILL/UNIONPORT    ,06  TAX CLASS 1 - OTHER                     ,1,3696,28, ,G0,2344 LAFAYETTE AVENUE                    ,            ,10473,0,0,0,"1,800",0,1800, 	1 ,G0, $	-00 ,1/11/13
2,CASTLE HILL/UNIONPORT    ,06  TAX CLASS 1 - OTHER                     ,1,3810,7, ,G0,1140 OLMSTEAD AVENUE                     ,            ,10472,0,0,0,"4,563",0,1925, 	1 ,G0," $	640,000.00 ",9/17/13
2,CASTLE HILL/UNIONPORT    ,06  TAX CLASS 1 - OTHER                     ,1,3810,7, ,G0,1140 OLMSTEAD AVENUE                     ,            ,10472,0,0,0,"4,563",0,1925, 	1 ,G0," $	135,000.00 ",5/10/13
2,CASTLE HILL/UNIONPORT    ,06  TAX CLASS 1 - OTHER                     ,1,3810,7, ,G0,1140 OLMSTEAD AVENUE                     ,            ,10472,0,0,0,"4,563",0,1925, 	1 ,G0, $	-00 ,5/10/13
2,CASTLE HILL/UNIONPORT    ,07  RENTALS - WALKUP APARTMENTS             ,2A,3575,26, ,C3,2211 CINCINNATUS AVENUE                  ,            ,10473,4,0,4,"5,000","2,948",1929, 	2 ,C3," $	25,000.00 ",5/4/13
2,CASTLE HILL/UNIONPORT    ,07  RENTALS - WALKUP APARTMENTS             ,2A,3759,13, ,C3,1122 WHITE PLAINS ROAD                   ,            ,10472,4,0,4,"2,760","3,321",1926, 	2 ,C3, $	-00 ,7/25/13
2,CASTLE HILL/UNIONPORT    ,07  RENTALS - WALKUP APARTMENTS             ,2A,3793,80, ,C2,1945 GLEASON AVENUE                      ,            ,10472,6,0,6,"2,575","4,320",1928, 	2 ,C2," $	590,000.00 ",6/27/13
2,CASTLE HILL/UNIONPORT    ,07  RENTALS - WALKUP APARTMENTS             ,2A,3793,81, ,C2,1943 GLEASON AVENUE                      ,            ,10472,6,0,6,"2,575","4,320",1928, 	2 ,C2," $	570,000.00 ",6/27/13
2,CASTLE HILL/UNIONPORT    ,07  RENTALS - WALKUP APARTMENTS             ,2,3801,43, ,C7,2075 HAVILAND AVENUE                     ,            ,10472,26,1,27,"5,200","25,250",1916, 	2 ,C7," $	2,040,000.00 ",10/3/13
2,CASTLE HILL/UNIONPORT    ,07  RENTALS - WALKUP APARTMENTS             ,2A,3806,36, ,C3,2150 CHATTERTON AVENUE                   ,            ,10472,4,0,4,"2,609","3,403",1927, 	2 ,C3, $	-00 ,11/13/13
2,CASTLE HILL/UNIONPORT    ,07  RENTALS - WALKUP APARTMENTS             ,2A,3806,67, ,C3,2131 BRUCKNER BLVD                       ,            ,10472,4,0,4,"2,609","3,403",1929, 	2 ,C3, $	-00 ,7/19/13
2,CASTLE HILL/UNIONPORT    ,07  RENTALS - WALKUP APARTMENTS             ,2A,3807,61, ,C3,2153 CHATTERTON AVENUE                   ,            ,10472,4,0,4,"4,110","5,256",1901, 	2 ,C3, $	-00 ,8/21/13
2,CASTLE HILL/UNIONPORT    ,07  RENTALS - WALKUP APARTMENTS             ,2A,3808,32, ,C3,2146 WATSON AVENUE                       ,            ,10472,4,0,4,"2,549","3,360",1927, 	2 ,C3, $	-00 ,5/31/13
2,CASTLE HILL/UNIONPORT    ,10  COOPS - ELEVATOR APARTMENTS             ,2,3794,13, ,D4,"1966 NEWBOLD AVENUE, 204                 ",            ,10472,0,0,0,0,0,1967, 	2 ,D4," $	130,000.00 ",7/16/13
2,CASTLE HILL/UNIONPORT    ,10  COOPS - ELEVATOR APARTMENTS             ,2,3794,13, ,D4,"1966 NEWBOLD AVENUE, 703                 ",            ,10472,0,0,0,0,0,1967, 	2 ,D4, $	-00 ,10/16/13
2,CASTLE HILL/UNIONPORT    ,10  COOPS - ELEVATOR APARTMENTS             ,2,3794,13, ,D4,"1966 NEWBOLD AVENUE, 203                 ",            ,10472,0,0,0,0,0,1967, 	2 ,D4," $	125,000.00 ",10/4/13
2,CASTLE HILL/UNIONPORT    ,14  RENTALS - 4-10 UNIT                     ,2A,3685,40, ,S3,849 CASTLE HILL AVENUE                   ,            ,10473,3,1,4,"2,035","3,250",1931, 	2 ,S3," $	450,000.00 ",4/29/13
2,CASTLE HILL/UNIONPORT    ,14  RENTALS - 4-10 UNIT                     ,2A,3810,10, ,S3,1148 OLMSTEAD AVENUE                     ,            ,10472,3,1,4,"2,557","3,564",1915, 	2 ,S3, $	-00 ,9/17/13
2,CASTLE HILL/UNIONPORT    ,14  RENTALS - 4-10 UNIT                     ,2A,3810,10, ,S3,1148 OLMSTEAD AVENUE                     ,            ,10472,3,1,4,"2,557","3,564",1915, 	2 ,S3, $	-00 ,5/10/13
2,CASTLE HILL/UNIONPORT    ,14  RENTALS - 4-10 UNIT                     ,2A,3810,10, ,S3,1148 OLMSTEAD AVENUE                     ,            ,10472,3,1,4,"2,557","3,564",1915, 	2 ,S3, $	-00 ,5/10/13
2,CASTLE HILL/UNIONPORT    ,21  OFFICE BUILDINGS                        ,4,3611,1, ,O9,2171 HOMER AVENUE                        ,            ,10473,0,1,1,"2,520","1,948",1960, 	4 ,O9," $	4,530.00 ",9/24/13
2,CASTLE HILL/UNIONPORT    ,21  OFFICE BUILDINGS                        ,4,3693,6, ,O7,920 CASTLE HILL AVENUE                   ,            ,10473,0,1,1,"13,277","7,882",1963, 	4 ,O7," $	450,000.00 ",8/23/13
2,CASTLE HILL/UNIONPORT    ,22  STORE BUILDINGS                         ,4,3794,123, ,K1,1916 EAST 177 STREET                     ,            ,10472,0,1,1,"5,250","2,883",1947, 	4 ,K1," $	700,000.00 ",7/24/13
2,CASTLE HILL/UNIONPORT    ,27  FACTORIES                               ,4,3618,1, ,F2,2350 LAFAYETTE AVENUE                    ,            ,10473,0,3,3,"179,400","136,044",1961, 	4 ,F2, $	-00 ,10/22/13
2,CASTLE HILL/UNIONPORT    ,31  COMMERCIAL VACANT LAND                  ,4,3540,29, ,V1,537 ZEREGA AVENUE                        ,            ,10473,0,0,0,"18,620",0,0, 	4 ,V1," $	1,200,000.00 ",6/11/13
2,CASTLE HILL/UNIONPORT    ,31  COMMERCIAL VACANT LAND                  ,4,3540,40, ,V1,535 ZEREGA AVENUE                        ,            ,10473,0,0,0,"98,066",0,0, 	4 ,V1, $	-00 ,6/11/13
2,CASTLE HILL/UNIONPORT    ,31  COMMERCIAL VACANT LAND                  ,4,3540,40, ,V1,535 ZEREGA AVENUE                        ,            ,10473,0,0,0,"98,066",0,0, 	4 ,V1, $	-00 ,6/11/13
2,CASTLE HILL/UNIONPORT    ,31  COMMERCIAL VACANT LAND                  ,4,3540,40, ,V1,535 ZEREGA AVENUE                        ,            ,10473,0,0,0,"98,066",0,0, 	4 ,V1, $	-00 ,6/11/13
2,CASTLE HILL/UNIONPORT    ,31  COMMERCIAL VACANT LAND                  ,4,3733,5, ,V1,1024 WHITE PLAINS ROAD                   ,            ,10472,0,0,0,"5,192",0,0, 	4 ,V1," $	1,950,000.00 ",11/27/13
2,CASTLE HILL/UNIONPORT    ,31  COMMERCIAL VACANT LAND                  ,4,3733,7, ,V1,N/A WHITE PLAINS ROAD                    ,            ,10472,0,0,0,"5,529",0,0, 	4 ,V1, $	-00 ,11/27/13
2,CASTLE HILL/UNIONPORT    ,31  COMMERCIAL VACANT LAND                  ,4,3733,9, ,V1,1036 WHITE PLAINS ROAD                   ,            ,10472,0,0,0,"11,000",0,0, 	4 ,V1, $	-00 ,11/27/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5625,108, ,A1,81 MARINE STREET                         ,            ,10464,1,0,1,"4,500","1,894",1920, 	1 ,A1, $	-00 ,11/26/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5625,122, ,A1,57 MARINE STREET                         ,            ,10464,1,0,1,"4,500","1,176",1920, 	1 ,A1, $	-00 ,8/29/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5625,169, ,A1,99 BUCKLEY STREET                        ,            ,10464,1,0,1,"4,504","1,508",1935, 	1 ,A1, $	-00 ,11/17/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5625,236, ,A2,123 HORTON STREET                        ,            ,10464,1,0,1,"4,010",974,1945, 	1 ,A2," $	322,000.00 ",8/2/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5625,236, ,A2,123 HORTON STREET                        ,            ,10464,1,0,1,"4,010",974,1945, 	1 ,A2," $	300,000.00 ",7/27/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5626,58, ,A2,121 PILOT STREET                         ,            ,10464,1,0,1,"3,951",668,1925, 	1 ,A2," $	395,000.00 ",9/24/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5626,123, ,A1,54 REYNOLDS STREET                       ,            ,10464,1,0,1,"3,963","1,920",1925, 	1 ,A1," $	25,000.00 ",3/20/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5626,188, ,A1,30 PELL PLACE                            ,            ,10464,1,0,1,"4,750","2,205",1958, 	1 ,A1, $	-00 ,4/11/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5626,228, ,A1,79 PELL PLACE                            ,            ,10464,1,0,1,"2,375","1,236",1925, 	1 ,A1, $	-00 ,6/20/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5626,308, ,A1,53 EARLEY STREET                         ,            ,10464,1,0,1,"3,270","1,806",1925, 	1 ,A1," $	230,000.00 ",7/26/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5626,313, ,A1,39 EARLEY STREET                         ,            ,10464,1,0,1,"2,375","1,292",1925, 	1 ,A1," $	455,000.00 ",10/28/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5626,374, ,A1,81 WINTERS STREET                        ,            ,10464,1,0,1,"4,842","1,901",1925, 	1 ,A1, $	-00 ,2/25/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5626,391, ,A2,35 WINTERS STREET                        ,            ,10464,1,0,1,"4,875","2,376",1950, 	1 ,A2," $	560,000.00 ",7/24/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5626,397, ,A5,21 WINTERS STREET                        ,            ,10464,1,0,1,"2,440","1,785",1986, 	1 ,A5," $	400,000.00 ",6/19/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5626,481, ,A5,98 CENTRE STREET                         ,            ,10464,1,0,1,"2,625","1,728",1955, 	1 ,A5," $	380,000.00 ",11/8/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5628,48, ,A6,25C SCHOFIELD STREET                     ,            ,10464,1,0,1,"1,236",528,1920, 	1 ,A6," $	90,000.00 ",3/8/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5629,157, ,A6,29 CARROLL ST                            ,            ,10464,1,0,1,"2,497",722,1935, 	1 ,A6," $	250,000.00 ",7/9/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5630,65, ,A2,67 HAWKINS                               ,            ,10464,1,0,1,"3,000","1,008",1901, 	1 ,A2, $	-00 ,9/26/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5631,109, ,A2,76 BAY STREET                            ,            ,10464,1,0,1,"5,000","1,066",1950, 	1 ,A2," $	474,700.00 ",4/30/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5631,161, ,A2,77 FORDHAM STREET                        ,            ,10464,1,0,1,"5,000",816,1920, 	1 ,A2, $	10.00 ,5/25/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5633,94, ,A1,90 DITMARS                               ,            ,10464,1,0,1,"5,208","1,109",1920, 	1 ,A1, $	10.00 ,11/1/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5633,117, ,A1,377 CITY ISLAND AVENUE                   ,            ,10464,1,0,1,"3,885","1,098",1935, 	1 ,A1," $	380,000.00 ",7/26/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5642,39, ,A1,194 CAROLL STREET                        ,            ,10464,1,0,1,"5,000","1,155",1900, 	1 ,A1," $	375,000.00 ",2/26/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5643,18, ,A1,158 HAWKINS STREET                       ,            ,10464,1,0,1,"1,560","1,400",1940, 	1 ,A1," $	385,000.00 ",6/10/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5644,60, ,A1,171 FORDHAM STREET                       ,            ,10464,1,0,1,"5,467","2,000",1920, 	1 ,A1," $	396,000.00 ",6/19/13
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5644,113, ,A1,341 KING AVENUE                          ,            ,10464,1,0,1,"6,121","1,292",1935, 	1 ,A1," $	440,000.00 ",8/9/13
