BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3028,25, ,A5,412 EAST 179TH STREET                    ,            ,10457,1,0,1,"1,842","2,048",1901, 	1 ,A5," $	355,000.00 ",7/8/13
2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3039,28, ,A1,2329 WASHINGTON AVENUE                   ,            ,10458,1,0,1,"1,103","1,290",1910, 	1 ,A1," $	120,000.00 ",11/14/13
2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3039,28, ,A1,2329 WASHINGTON AVENUE                   ,            ,10458,1,0,1,"1,103","1,290",1910, 	1 ,A1," $	474,819.00 ",5/20/13
2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3046,39, ,A1,2075 BATHGATE AVENUE                     ,            ,10457,1,0,1,"1,986","1,344",1899, 	1 ,A1," $	210,000.00 ",3/12/13
2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3046,52, ,A1,2047 BATHGATE AVENUE                     ,            ,10457,1,0,1,"2,329","1,431",1901, 	1 ,A1," $	343,116.00 ",7/1/13
2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3048,53, ,S1,4411 3 AVENUE                            ,            ,10457,1,1,2,"2,569","3,750",1931, 	1 ,S1," $	225,000.00 ",8/15/13
2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,2927,130, ,B1,1467 CROTONA PLACE                       ,            ,10456,2,0,2,"1,900","2,394",1994, 	1 ,B1," $	380,000.00 ",11/4/13
2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,2929,117, ,B1,3860 3 AVENUE                            ,            ,10457,2,0,2,"2,498","2,394",1995, 	1 ,B1," $	390,000.00 ",6/24/13
2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3030,60, ,B3,4469 PARK AVENUE                         ,            ,10457,2,0,2,"1,542","1,542",1899, 	1 ,B3," $	207,000.00 ",6/27/13
2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3035,27, ,B1,454 EAST 179 STREET                      ,            ,10457,2,0,2,"1,819","2,340",1998, 	1 ,B1, $	-00 ,7/1/13
2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3036,16, ,B2,4354 PARK AVENUE                         ,            ,10457,2,0,2,"3,525","2,316",1899, 	1 ,B2," $	328,000.00 ",6/26/13
2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3039,65, ,B2,465 EAST 185 STREET                      ,            ,10458,2,0,2,"1,667","1,296",1910, 	1 ,B2," $	369,000.00 ",3/7/13
2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3040,5, ,S2,4654-4656 PARK AVENUE                    ,            ,10458,2,1,3,"5,000","5,881",1910, 	1 ,S2," $	308,000.00 ",2/28/13
2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3046,54, ,B2,2043 BATHGATE AVENUE                     ,            ,10457,2,0,2,"2,483","1,512",1901, 	1 ,B2, $	-00 ,8/27/13
2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3046,54, ,B2,2043 BATHGATE AVENUE                     ,            ,10457,2,0,2,"2,483","1,512",1901, 	1 ,B2, $	-00 ,1/9/13
2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3052,37, ,S2,4557 3 AVENUE                            ,            ,10458,2,1,3,885,"2,655",1931, 	1 ,S2, $	-00 ,5/14/13
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3036,33, ,C0,2091 WASHINGTON AVENUE                   ,            ,10457,3,0,3,"2,022","3,854",1899, 	1 ,C0, $	-00 ,6/27/13
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3037,37, ,C0,4418 PARK AVENUE                         ,            ,10457,3,0,3,"3,525","3,290",1899, 	1 ,C0," $	440,000.00 ",2/15/13
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3038,125, ,C0,468 EAST 183 STREET                      ,            ,10458,3,0,3,"1,216","2,916",2004, 	1 ,C0," $	662,115.00 ",1/15/13
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3041,11, ,C0,452 CYRUS PLACE                          ,            ,10458,3,0,3,"3,742","2,280",1910, 	1 ,C0, $	-00 ,7/25/13
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3046,28, ,C0,2092 WASHINGTON AVENUE                   ,            ,10457,3,0,3,"2,362","3,438",2011, 	1 ,C0," $	510,000.00 ",12/19/13
2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3050,1, ,C0,2186 WASHINGTON AVENUE                   ,            ,10457,3,0,3,"1,505","2,640",1901, 	1 ,C0," $	460,000.00 ",5/10/13
2,BATHGATE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3036,36, ,V0,2085 WASHINGTON AVENUE                   ,            ,10457,0,0,0,"2,099",0,0, 	1 ,V0," $	40,730.00 ",1/9/13
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,2908,15, ,C1,442 EAST 176 STREET                      ,            ,10457,24,0,24,"4,968","15,396",1910, 	2 ,C1, $	-00 ,6/26/13
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,2908,17, ,C1,446 EAST 176 STREET                      ,            ,10457,24,0,24,"5,616","15,536",1931, 	2 ,C1, $	-00 ,6/26/13
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,2909,12, ,C7,4196 PARK AVENUE                         ,            ,10457,10,1,11,"3,483","12,863",1931, 	2 ,C7, $	-00 ,6/26/13
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,2917,6, ,C1,1824 WASHINGTON AVENUE                   ,            ,10457,8,0,8,"3,240","9,340",1931, 	2 ,C1, $	-00 ,6/26/13
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,2924,37, ,C7,4173 3 AVENUE                            ,            ,10457,8,2,10,"2,500","7,184",1931, 	2 ,C7," $	50,000.00 ",8/15/13
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,2927,9, ,C7,3758 3 AVENUE                            ,            ,10456,18,3,21,"5,000","18,490",1931, 	2 ,C7, $	-00 ,6/27/13
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,2928,14, ,C7,538 CLAREMONT PARKWAY                    ,            ,10456,14,6,20,"3,425","15,022",1931, 	2 ,C7, $	-00 ,6/27/13
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3038,55, ,C1,450 EAST 184TH STREET                    ,            ,10458,47,0,47,"10,000","40,715",1926, 	2 ,C1," $	4,050,000.00 ",11/1/13
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3040,7, ,C7,444 EAST 187 STREET                      ,            ,10458,28,2,30,"5,000","22,500",1926, 	2 ,C7, $	-00 ,7/31/13
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3041,1, ,C7,441 EAST 187TH ST                        ,            ,10458,18,2,20,"3,400","15,300",1910, 	2 ,C7, $	-00 ,7/16/13
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3044,29, ,C1,1991 BATHGATE AVENUE                     ,            ,10457,17,0,17,"3,539","15,175",1908, 	2 ,C1," $	4,948,000.00 ",6/26/13
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3050,16, ,C7,2260 WASHINGTON AVENUE                   ,            ,10457,20,3,23,"5,693","16,200",1927, 	2 ,C7," $	1,897,566.00 ",11/8/13
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3050,101, ,C1,2252 BASSFORD AVENUE                     ,            ,10457,8,0,8,"2,692","8,820",1910, 	2 ,C1," $	4,429.00 ",8/5/13
2,BATHGATE                 ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3046,3, ,D1,2028 WASHINGTON AVENUE                   ,            ,10457,34,0,34,"6,825","29,300",1928, 	2 ,D1, $	-00 ,6/26/13
2,BATHGATE                 ,14  RENTALS - 4-10 UNIT                     ,2B,2924,36, ,S9,4175 3 AVENUE                            ,            ,10457,6,2,8,"2,400","7,124",1931, 	2 ,S9, $	-00 ,5/21/13
2,BATHGATE                 ,14  RENTALS - 4-10 UNIT                     ,2A,3029,67, ,S3,413 EAST 179 STREET                      ,            ,10457,3,1,4,"5,424","5,082",1910, 	2 ,S3," $	450,000.00 ",8/27/13
2,BATHGATE                 ,14  RENTALS - 4-10 UNIT                     ,2A,3052,36, ,S4,4559 3 AVENUE                            ,            ,10458,4,1,5,945,"2,835",1931, 	2 ,S4, $	-00 ,5/13/13
2,BATHGATE                 ,14  RENTALS - 4-10 UNIT                     ,2A,3052,38, ,S9,4555 3 AVENUE                            ,            ,10458,2,3,5,"2,050","3,497",1931, 	2 ,S9, $	-00 ,5/14/13
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,2900,10, ,K1,1834 WEBSTER AVENUE                      ,            ,10457,0,1,1,"5,740","11,480",1988, 	4 ,K1, $	-00 ,6/26/13
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,2912,24, ,K1,510 CLAREMONT PARKWAY                    ,            ,10457,0,1,1,"2,623","2,500",1931, 	4 ,K1," $	500,000.00 ",12/16/13
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,2918,16, ,K2,470 EAST TREMONT AVENUE                  ,            ,10457,0,9,9,"15,188","27,524",1920, 	4 ,K2, $	-00 ,3/12/13
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3030,145, ,K9,2252 WEBSTER AVENUE                      ,            ,10457,0,3,3,"6,480","5,750",1913, 	4 ,K9," $	495,000.00 ",9/19/13
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3030,145, ,K9,2252 WEBSTER AVENUE                      ,            ,10457,0,3,3,"6,480","5,750",1913, 	4 ,K9," $	400,000.00 ",9/11/13
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3043,35, ,K1,489 EAST TREMONT AVENUE                  ,            ,10457,0,1,1,"2,094","2,094",2001, 	4 ,K1, $	-00 ,9/23/13
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3043,43, ,K1,503 EAST TREMONT AVENUE                  ,            ,10457,0,1,1,"3,237","3,237",2001, 	4 ,K1, $	-00 ,9/23/13
2,BATHGATE                 ,27  FACTORIES                               ,4,3029,37, ,F5,420 EAST 180 STREET                      ,            ,10457,0,1,1,"1,578","3,077",1997, 	4 ,F5, $	-00 ,2/21/13
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,2900,7, ,G2,1828 WEBSTER AVENUE                      ,            ,10457,0,1,1,"8,870","8,870",1925, 	4 ,G2, $	-00 ,6/26/13
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,2900,12, ,G9,1838 WEBSTER AVE.                        ,            ,10457,0,2,2,"8,444","1,600",1900, 	4 ,G9, $	-00 ,6/26/13
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3028,1, ,G7,401 EAST 178TH STREET                    ,            ,10457,0,0,0,"3,528",0,0, 	4 ,G7, $	-00 ,8/17/13
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3032,37, ,G7,PARK AVENUE                              ,            ,10458,0,0,0,"9,375",0,0, 	4 ,G7, $	-00 ,2/7/13
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3032,37, ,G7,PARK AVENUE                              ,            ,10458,0,0,0,"9,375",0,0, 	4 ,G7," $	945,000.00 ",1/24/13
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3035,13, ,G7,4282 PARK AVENUE                         ,            ,10457,0,0,0,"4,135",0,0, 	4 ,G7, $	-00 ,3/15/13
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2907,1, ,V1,EAST 174 STREET                          ,            ,10457,0,0,0,41,0,0, 	4 ,V1, $	-00 ,9/25/13
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2907,56, ,V9,1741 WASHINGTON AVENUE                   ,            ,10457,0,0,0,"2,260",0,0, 	4 ,V9, $	-00 ,9/25/13
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2907,57, ,V9,1739 WASHINGTON AVENUE                   ,            ,10457,0,0,0,"2,259",0,0, 	4 ,V9, $	-00 ,9/25/13
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2907,58, ,V9,1737 WASHINGTON AVENUE                   ,            ,10457,0,0,0,"2,259",0,0, 	4 ,V9, $	-00 ,9/25/13
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2922,2, ,V9,1734 BATHGATE AVE                        ,            ,10457,0,0,0,"108,560",0,0, 	4 ,V9," $	3,500,000.00 ",5/2/13
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2922,2, ,V9,1734 BATHGATE AVE                        ,            ,10457,0,0,0,"108,560",0,0, 	4 ,V9, $	1.00 ,5/2/13
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2922,2, ,V9,1734 BATHGATE AVE                        ,            ,10457,0,0,0,"108,560",0,0, 	4 ,V9, $	1.00 ,5/2/13
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,3028,75, ,V1,1978 WEBSTER AVENUE                      ,            ,10457,0,0,0,"1,096",0,0, 	4 ,V1, $	-00 ,8/17/13
2,BATHGATE                 ,37  RELIGIOUS FACILITIES                    ,4,3038,1, ,M9,4500 PARK AVENUE                         ,            ,10457,0,1,1,"4,594","4,594",1989, 	4 ,M9," $	866,000.00 ",11/13/13
2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,2899,50, ,Z9,414 EAST 175 STREET                      ,            ,10457,0,0,0,"5,410",0,0, 	4 ,Z9," $	160,000.00 ",5/31/13
2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,2907,61, ,Z9,457 EAST 174 STREET                      ,            ,10457,0,0,0,"5,000",0,0, 	4 ,Z9, $	-00 ,9/25/13
2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,2918,22, ,Z9,490 EAST TREMONT AVENUE                  ,            ,10457,0,0,0,"3,375","11,680",1950, 	4 ,Z9," $	370,000.00 ",5/10/13
2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,2918,22, ,Z9,490 EAST TREMONT AVENUE                  ,            ,10457,0,0,0,"3,375","11,680",1950, 	4 ,Z9, $	-00 ,3/18/13
2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,3041,35, ,Z9,4704 PARK AVENUE                         ,            ,10458,0,1,1,"7,148",492,1931, 	4 ,Z9," $	700,000.00 ",7/25/13
2,BATHGATE                 ,43  CONDO OFFICE BUILDINGS                  ,4,3033,1002, ,RB,400 EAST FORDHAM ROAD                    ,COM         ,10458,0,0,1,0,0,0, 	4 ,RB," $	47,640,040.00 ",11/13/13
2,BATHGATE                 ,46  CONDO STORE BUILDINGS                   ,4,3033,1001, ,RK,400 EAST FORDHAM ROAD                    ,RETL        ,10458,0,0,1,0,0,0, 	4 ,RK," $	86,260,000.00 ",11/13/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4706,38, ,A2,3550 LACONIA                             ,            ,10469,1,0,1,"2,500","1,441",1910, 	1 ,A2," $	207,478.00 ",9/25/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4711,100, ,A5,1313 HICKS STREET                        ,            ,10469,1,0,1,"1,710","1,701",1950, 	1 ,A5, $	-00 ,6/19/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4715,22, ,A5,1156 E. 221 STREET                       ,            ,10469,1,0,1,"1,842","1,744",1950, 	1 ,A5," $	367,000.00 ",4/25/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4715,54, ,A9,3836 LACONIA AVENUE                      ,            ,10469,1,0,1,"1,795","1,690",1950, 	1 ,A9," $	275,000.00 ",12/20/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4724,6, ,A2,3487 KINGSLAND AVENUE                    ,            ,10469,1,0,1,"2,288","1,480",1925, 	1 ,A2," $	235,000.00 ",7/30/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4724,6, ,A2,3487 KINGSLAND AVENUE                    ,            ,10469,1,0,1,"2,288","1,480",1925, 	1 ,A2, $	-00 ,1/2/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4725,46, ,A9,1451 HICKS STREET                        ,            ,10469,1,0,1,"1,710","1,890",1945, 	1 ,A9," $	265,000.00 ",1/28/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4728,106, ,A5,3416 KINGSLAND AVENUE                    ,            ,10469,1,0,1,"1,740","1,224",1960, 	1 ,A5," $	210,000.00 ",4/29/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4730,44, ,A5,3416 GUNTHER AVENUE                      ,            ,10469,1,0,1,"1,710","1,714",1950, 	1 ,A5, $	-00 ,5/4/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4734,50, ,A5,3314 BOUCK AVENUE                        ,            ,10469,1,0,1,"1,900","1,567",1940, 	1 ,A5," $	35,673.00 ",4/18/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4734,90, ,A5,3221 WILSON AVENUE                       ,            ,10469,1,0,1,"2,000","1,800",1940, 	1 ,A5, $	-00 ,12/27/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4735,38, ,A5,3302 WILSON AVENUE                       ,            ,10469,1,0,1,"2,216","1,620",1930, 	1 ,A5," $	335,500.00 ",3/26/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4735,62, ,A5,3362 WILSON AVENUE                       ,            ,10469,1,0,1,"2,450","1,820",1930, 	1 ,A5," $	370,000.00 ",10/28/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4735,62, ,A5,3362 WILSON AVENUE                       ,            ,10469,1,0,1,"2,450","1,820",1930, 	1 ,A5," $	184,000.00 ",3/19/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4737,31, ,A5,3319 FENTON AVENUE                       ,            ,10469,1,0,1,"2,388","2,267",1945, 	1 ,A5, $	-00 ,10/22/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4737,38, ,A5,3305 FENTON AVENUE                       ,            ,10469,1,0,1,"1,900","1,406",1945, 	1 ,A5," $	185,000.00 ",9/26/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4741,8, ,A5,3249 FENTON AVE                          ,            ,10469,1,0,1,"2,025","1,280",1920, 	1 ,A5," $	264,600.00 ",10/21/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4741,18, ,A5,3229 FENTON AVENUE                       ,            ,10469,1,0,1,"2,050","1,280",1920, 	1 ,A5," $	326,300.00 ",10/30/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4742,7, ,A5,3253 CORSA AVENUE                        ,            ,10469,1,0,1,"1,800","1,260",1950, 	1 ,A5," $	360,000.00 ",1/18/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4743,32, ,A5,3301 EASTCHESTER ROAD                    ,            ,10469,1,0,1,"1,892","1,782",1950, 	1 ,A5," $	375,000.00 ",4/18/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4743,125, ,A5,3323 EASTCHESTER ROAD                    ,            ,10469,1,0,1,"3,092","1,782",1950, 	1 ,A5, $	-00 ,6/11/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4745,44, ,A5,3318 MICKLE AVENUE                       ,            ,10469,1,0,1,"1,520","1,432",1960, 	1 ,A5, $	-00 ,11/4/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4745,59, ,A1,3348 MICKLE AVENUE                       ,            ,10469,1,0,1,"1,916","1,496",1920, 	1 ,A1, $	1.00 ,10/29/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4746,1, ,A5,3262 CORSA AVENUE                        ,            ,10469,1,0,1,"2,025","1,400",1950, 	1 ,A5," $	315,000.00 ",2/22/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4746,44, ,A5,3238 CORSA AVENUE                        ,            ,10469,1,0,1,"2,350","1,690",1955, 	1 ,A5, $	-00 ,10/4/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4749,45, ,A1,3310 KINGSLAND AVENUE                    ,            ,10469,1,0,1,"3,325","1,452",1935, 	1 ,A1," $	257,000.00 ",4/12/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4750,12, ,A5,3351 GUNTHER AVENUE                      ,            ,10469,1,0,1,"1,710","1,539",1950, 	1 ,A5," $	371,000.00 ",12/6/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4750,34, ,A5,3307 GUNTHER AVE                         ,            ,10469,1,0,1,"1,710","1,539",1950, 	1 ,A5, $	-00 ,9/19/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4750,48, ,A5,3318 TIEMANN AVENUE                      ,            ,10469,1,0,1,"1,710","1,539",1950, 	1 ,A5," $	375,000.00 ",12/13/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4750,48, ,A5,3318 TIEMANN AVENUE                      ,            ,10469,1,0,1,"1,710","1,539",1950, 	1 ,A5," $	165,000.00 ",7/29/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4751,58, ,A2,3336 GUNTHER AVENUE                      ,            ,10469,1,0,1,"2,874",948,1960, 	1 ,A2, $	-00 ,1/23/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4757,47, ,A1,3212 ELY AVENUE                          ,            ,10469,1,0,1,"2,375","1,134",1920, 	1 ,A1," $	340,000.00 ",12/17/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4761,44, ,A1,3 FOX TERRACE                            ,            ,10469,1,0,1,"1,425",654,1930, 	1 ,A1," $	150,000.00 ",3/26/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4761,44, ,A1,3 FOX TERRACE                            ,            ,10469,1,0,1,"1,425",654,1930, 	1 ,A1," $	256,000.00 ",1/17/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4763,20, ,A5,3133 MICKLE AVENUE                       ,            ,10469,1,0,1,"2,143","1,568",1950, 	1 ,A5," $	350,000.00 ",11/15/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4766,33, ,A1,1511 ADEE AVE                            ,            ,10469,1,0,1,"2,502","1,530",1935, 	1 ,A1," $	195,178.00 ",11/21/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4768,51, ,A1,3026 KINGSLAND AVENUE                    ,            ,10469,1,0,1,"3,555","1,798",1915, 	1 ,A1, $	-00 ,11/29/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4769,25, ,A9,3111 GUNTHER AVENUE                      ,            ,10469,1,0,1,"2,319","2,376",1960, 	1 ,A9, $	-00 ,11/25/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4769,143, ,A5,3122 TIEMANN AVENUE                      ,            ,10469,1,0,1,"1,710","1,620",1960, 	1 ,A5, $	-00 ,2/4/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4774,120, ,A5,3027 WICKHAM AVENUE                      ,            ,10469,1,0,1,"2,660","1,690",1950, 	1 ,A5," $	20,000.00 ",6/3/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4775,6, ,A1,1816 HAMMERSLEY AVE                      ,            ,10469,1,0,1,"3,745","1,288",1930, 	1 ,A1," $	205,000.00 ",9/25/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4784,6, ,A5,2951 KINGSLAND AVENUE                    ,            ,10469,1,0,1,"1,692","1,534",1960, 	1 ,A5, $	-00 ,2/20/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4792,12, ,A1,2837 GUNTHER AVENUE                      ,            ,10469,1,0,1,"4,750","1,063",1910, 	1 ,A1," $	270,500.00 ",11/22/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4792,12, ,A1,2837 GUNTHER AVENUE                      ,            ,10469,1,0,1,"4,750","1,063",1910, 	1 ,A1," $	205,000.00 ",7/30/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4792,12, ,A1,2837 GUNTHER AVENUE                      ,            ,10469,1,0,1,"4,750","1,063",1910, 	1 ,A1," $	205,000.00 ",7/30/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4792,41, ,B1,2820 TIEMANN AVENUE                      ,            ,10469,2,0,2,"4,750","2,060",1910, 	1 ,A1," $	212,000.00 ",2/6/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4803,43, ,A5,2722 GUNTHER AVENUE                      ,            ,10469,1,0,1,"2,470","1,088",1955, 	1 ,A5," $	370,000.00 ",4/23/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4803,145, ,A5,2728 GUNTHER AVENUE                      ,            ,10469,1,0,1,"1,520","1,088",1955, 	1 ,A5, $	-00 ,1/28/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4884,23, ,A2,3447 ELY AVENUE                          ,            ,10469,1,0,1,"2,375","1,140",1920, 	1 ,A2, $	-00 ,5/16/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4884,33, ,A1,3403 ELY AVENUE                          ,            ,10469,1,0,1,"2,660",828,1930, 	1 ,A1," $	281,200.00 ",4/23/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4888,22, ,A5,1310 EAST 223 STREET                     ,            ,10466,1,0,1,"1,600",960,1950, 	1 ,A5, $	-00 ,4/5/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4898,46, ,A5,1816 SCHIEFFELIN AVENUE                  ,            ,10466,1,0,1,"2,325","1,674",1955, 	1 ,A5," $	324,000.00 ",5/21/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4899,31, ,A1,1217 EAST 224 STREET                     ,            ,10466,1,0,1,"2,685","1,428",1930, 	1 ,A1," $	240,000.00 ",7/25/13
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4900,9, ,A2,1117 EAST 222ND STREET                   ,            ,10469,1,0,1,"3,900",920,1920, 	1 ,A2," $	200,000.00 ",6/5/13
