BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3030,70, ,A1,4445 PARK AVENUE                         ,            ,10457,1,0,1,"1,694","1,497",1899, 	1 ,A1,$0,1/15/10
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3035,2, ,S1,441 EAST 178 STREET                      ,            ,10457,1,1,2,"1,287","2,378",1899, 	1 ,S1,"$116,000",7/1/10
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3037,42, ,A1,4428 PARK AVENUE                         ,            ,10457,1,0,1,"3,525","1,340",1899, 	1 ,A1,"$287,000",12/10/10
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3039,64, ,A1,467 EAST 185 STREET                      ,            ,10458,1,0,1,"1,667","1,296",1910, 	1 ,A1,"$150,000",4/20/10
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3046,34, ,A1,2085 BATHGATE AVENUE                     ,            ,10457,1,0,1,"2,060","1,629",1899, 	1 ,A1,"$145,915",7/27/10
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3046,42, ,A1,2069 BATHGATE AVENUE                     ,            ,10457,1,0,1,"1,964","1,424",1899, 	1 ,A1,"$72,790",6/3/10
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3048,18, ,A9,2184 BATHGATE AVENUE                     ,            ,10457,1,0,1,"1,768","1,236",1930, 	1 ,A9,"$313,300",4/9/10
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3048,19, ,A5,2186 BATHGATE AVENUE                     ,            ,10457,1,0,1,"1,768","1,188",1901, 	1 ,A5,"$299,000",6/30/10
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3048,19, ,A5,2186 BATHGATE AVENUE                     ,            ,10457,1,0,1,"1,768","1,188",1901, 	1 ,A5,"$132,000",2/23/10
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3048,28, ,A1,540 EAST 182 STREET                      ,            ,10457,1,0,1,"1,209","1,048",1901, 	1 ,A1,"$272,231",10/4/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,2912,137, ,B1,496 CLAREMONT PKWY                       ,            ,10457,2,0,2,"2,000","2,400",1993, 	1 ,B1,$0,6/5/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,2927,123, ,B1,1489 CROTONA PLACE                       ,            ,10456,2,0,2,"1,900","2,394",1994, 	1 ,B1,$10,10/26/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3029,33, ,B2,412 EAST 180TH STREET                    ,            ,10457,2,0,2,"2,046","2,112",1899, 	1 ,B2,$0,10/16/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3030,60, ,B3,4469 PARK AVENUE                         ,            ,10457,2,0,2,"1,542","1,542",1899, 	1 ,B3,"$88,218",1/27/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3030,60, ,B3,4469 PARK AVENUE                         ,            ,10457,2,0,2,"1,542","1,542",1899, 	1 ,B3,$0,1/27/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3030,71, ,B2,4443 PARK AVENUE                         ,            ,10457,2,0,2,"2,352","1,632",1899, 	1 ,B2,"$280,000",2/23/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3030,76, ,B2,4435 PARK AVENUE                         ,            ,10457,2,0,2,"2,444","2,125",1899, 	1 ,B2,"$187,000",7/29/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3030,148, ,S2,2258 WEBSTER AVENUE                      ,            ,10457,2,1,3,"1,620","3,240",1913, 	1 ,S2,$0,3/17/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3030,151, ,S2,2264 WEBSTER AVENUE                      ,            ,10457,2,1,3,"1,620","3,240",1931, 	1 ,S2,$0,3/24/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3036,43, ,B1,2057 WASHINGTON AVENUE                   ,            ,10457,2,0,2,"3,323","3,438",1997, 	1 ,B1,"$10,000",8/24/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3045,110, ,B1,2044 BATHGATE AVENUE                     ,            ,10457,2,0,2,"2,785","1,710",1998, 	1 ,B1,"$100,000",1/11/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3046,41, ,B2,2071 BATHGATE AVENUE                     ,            ,10457,2,0,2,"1,957","1,590",1899, 	1 ,B2,$0,4/8/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3046,53, ,B2,2045 BATHGATE AVENUE                     ,            ,10457,2,0,2,"2,625","1,692",1901, 	1 ,B2,"$320,000",6/29/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3046,54, ,B2,2043 BATHGATE AVENUE                     ,            ,10457,2,0,2,"2,483","1,512",1901, 	1 ,B2,"$155,000",9/24/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3048,12, ,B2,2174 BATHGATE AVENUE                     ,            ,10457,2,0,2,"4,973","4,375",1901, 	1 ,B2,"$401,000",5/27/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3050,95, ,B2,2242 BASSFORD AVENUE                     ,            ,10457,2,0,2,"1,312","2,300",1931, 	1 ,B2,"$136,890",10/29/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3050,95, ,B2,2242 BASSFORD AVENUE                     ,            ,10457,2,0,2,"1,312","2,300",1931, 	1 ,B2,"$439,633",6/7/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3052,23, ,S2,545 EAST 183 STREET                      ,            ,10458,2,1,3,"2,000","4,200",1931, 	1 ,S2,"$869,000",3/24/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3053,4, ,B1,507 E 183                                ,            ,10458,2,0,2,"1,380","2,805",1901, 	1 ,B1,$0,11/23/10
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3053,4, ,B1,507 EAST 183 STREET                      ,            ,10458,2,0,2,"1,380","2,805",1901, 	1 ,B1,$0,11/23/10
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3037,140, ,C0,2139 WASHINGTON AVENUE                   ,            ,10457,3,0,3,"2,670","2,970",1899, 	1 ,C0,"$179,000",7/27/10
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3037,140, ,C0,2139 WASHINGTON AVENUE                   ,            ,10457,3,0,3,"2,670","2,970",1899, 	1 ,C0,"$565,015",5/17/10
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3044,56, ,C0,1976 BATHGATE AVENUE                     ,            ,10457,3,0,3,"1,493","2,430",1931, 	1 ,C0,$0,2/25/10
